Kata,POS Tag,Frekuensi
mengecewakan,VERB,1
tertekan,NOUN,2
pertanyaanan,PROPN,1
urgensi,PROPN,1
praktis,ADV,1
disarankan,VERB,1
kronis,NOUN,1
penanganannya,NOUN,1
krusial,NOUN,1
hypno,PROPN,1
digunkan,VERB,1
recommeded,PROPN,1
gejala,NOUN,1
tersendiri,NOUN,1
yaah,NOUN,1
mimpi,NOUN,1
nyata,ADJ,1
tunangan,NOUN,1
ane,PROPN,3
wkwkw,PROPN,2
typo,NOUN,1
maksudnya,NOUN,2
komunikasi,NOUN,1
xxxx,NOUN,1
mancing,NOUN,1
ikan,NOUN,1
tergantung,VERB,1
kuh,PROPN,1
dibawa,VERB,2
zaman,NOUN,1
kerajaan,NOUN,1
non,PROPN,1
pns,NOUN,1
pensiunan,NOUN,1
pegawai,NOUN,1
semarang,PROPN,1
kemanamana,NUM,1
laranglarang,NOUN,1
kakak,NOUN,5
great,PROPN,6
dilu,NOUN,1
ngeluarin,NOUN,3
hargai,NOUN,1
customer,NOUN,3
dibayar,VERB,2
dibalas,VERB,4
terkait,VERB,1
sesibuk,NUM,1
dianggap,VERB,1
ngapain,NOUN,2
menghargai,VERB,1
resah,VERB,2
kog,PROPN,1
gni,PROPN,1
pemakainya,NOUN,1
sni,PROPN,1
tmen,NOUN,1
ide,NOUN,1
fresh,PROPN,1
dikelola,VERB,1
tress,NUM,1
search,PROPN,1
bayaran,VERB,2
tros,NOUN,1
mbois,PROPN,1
sekaliii,NUM,1
mayan,PROPN,3
trial,NOUN,9
pengertian,VERB,1
diatasi,VERB,1
menahap,NOUN,1
status,NOUN,1
kya,NOUN,1
vent,PROPN,1
suoaya,NOUN,1
barunya,NOUN,1
kefokusan,NUM,1
sumpek,NOUN,1
dikurangi,VERB,1
percakapan,NOUN,2
pasilen,NOUN,1
intinya,NOUN,2
kesempatan,NOUN,3
era,NOUN,1
sibuk,ADJ,5
pekerjaan,NOUN,2
menurunkan,VERB,1
kadar,NOUN,1
bara,PROPN,1
its,NOUN,2
inisaat,NOUN,1
alunan,NOUN,1
lagu,NOUN,1
santuy,NUM,1
uxui,PROPN,1
terkesan,VERB,1
calm,NUM,1
pendaftaran,NOUN,1
konfirmasi,NOUN,3
alangkah,NOUN,2
baiknya,NOUN,3
diam,ADJ,1
menunjang,VERB,1
instruksi,NOUN,2
dipertengahan,NOUN,1
persis,ADP,1
pertemuan,NOUN,1
kalonini,NOUN,1
unintall,NUM,1
pendngar,NUM,1
gambar,NOUN,2
angin,NOUN,1
sepoi,NOUN,1
kembangkan,VERB,4
kudu,NOUN,2
save,NOUN,1
history,NOUN,1
informasi,NOUN,2
sejam,NOUN,1
berbekas,NOUN,1
call,PROPN,3
tulisannya,NOUN,2
coming,PROPN,1
soon,NOUN,1
melulu,VERB,1
dikantor,NOUN,1
lo,NOUN,1
pemuda,NOUN,1
pemudi,NOUN,1
anti,NOUN,1
galau,ADJ,6
solid,ADJ,1
berprestasi,VERB,1
matap,PROPN,1
appsnya,PROPN,1
diperluas,VERB,1
jasanya,NOUN,1
mendukunh,NOUN,1
hahaa,PROPN,1
kemudahan,NOUN,1
rbu,NUM,1
mengetik,VERB,3
ijinkan,NOUN,1
singkat,ADJ,3
lebihbaik,PROPN,1
kalilipat,NOUN,1
kelebihannya,NOUN,1
cmiiw,PROPN,1
dimudah,NOUN,1
akhirat,NOUN,2
panjangkan,NOUN,1
dimurahkan,NOUN,1
rezekinya,NOUN,1
kesuksesan,NOUN,1
enjoy,NOUN,1
melayang,PROPN,1
janjinan,NUM,1
kaki,NOUN,1
lebar,ADJ,2
tangepan,NOUN,1
nyampe,NUM,1
ampun,NOUN,1
sejujur,VERB,1
saptu,NUM,1
balas,NOUN,8
udak,PROPN,1
kontek,NOUN,1
gpp,PROPN,1
ikhasin,NUM,1
berpikiran,PROPN,1
menunggu,VERB,1
mengatasinya,NOUN,1
duluaku,NOUN,1
registrasinya,NOUN,1
sh,NOUN,2
pesikolog,NUM,1
ramh,NOUN,1
dikantong,NUM,1
podcast,PROPN,1
kl,PROPN,1
dituntun,VERB,2
step,NOUN,2
by,PROPN,2
mempraktikkan,VERB,1
setting,NOUN,1
place,NOUN,1
tahapannya,NOUN,1
ahlinya,NOUN,1
butuhnya,NUM,1
aj,PROPN,3
sekenanya,PROPN,1
eeh,PROPN,1
terusss,NUM,1
kagak,NOUN,1
piqniq,NOUN,1
uninstal,NUM,5
berencana,VERB,1
paketperkenalan,NOUN,1
djwb,NUM,1
tipe,NOUN,1
ataubx,PROPN,1
bahasnya,NUM,1
suntuk,VERB,2
menawarkan,VERB,2
penawarannya,NOUN,1
posisi,NOUN,1
mata,NOUN,5
najwa,PROPN,4
initapi,NOUN,1
downoad,PROPN,1
tanpa,ADP,1
hrus,NOUN,4
pembuktian,NOUN,1
kinerja,NOUN,1
usul,NOUN,1
rakyat,NOUN,1
awamseharusnya,NOUN,1
konsling,PROPN,1
fisikolognya,NOUN,1
ja,PROPN,2
playanan,PROPN,1
fsikolognya,PROPN,1
uppsssdan,NUM,1
jng,PROPN,1
prnah,PROPN,1
mmbandingkan,NUM,1
dsini,NOUN,1
murahadmib,PROPN,1
melalulu,NOUN,1
aplikas,NOUN,1
sperti,PROPN,1
trjmin,NUM,1
adem,PROPN,1
acara,NOUN,1
kecelik,NOUN,1
fantastis,VERB,1
ba,NOUN,1
bye,PROPN,3
bahas,NOUN,1
diperbarui,VERB,2
jelasbelom,NOUN,1
bayargak,NOUN,1
guna,ADP,1
arek,PROPN,3
suroboyo,PROPN,3
bu,NOUN,2
risma,PROPN,2
bangga,PROPN,1
dadi,PROPN,1
regisrasi,NOUN,1
ngk,PROPN,4
sll,PROPN,1
focus,NOUN,1
kembalikan,NOUN,4
njir,PROPN,1
belabelain,NUM,1
memberanikan,VERB,1
mahalmahal,NOUN,1
baju,NOUN,1
makanan,NOUN,1
happy,NOUN,1
ikhlas,VERB,1
need,NOUN,1
solution,NOUN,1
pay,NOUN,1
janjian,NOUN,1
nyala,NOUN,1
kitanya,NOUN,1
centang,NOUN,1
inggris,NOUN,1
ngasih,NOUN,13
minat,NOUN,1
garbage,PROPN,1
aplikasix,PROPN,1
bacot,NOUN,1
disambut,VERB,1
apalah,PROPN,2
gooddddd,PROPN,1
adain,NOUN,2
gambaran,NOUN,1
tergerak,VERB,1
hatinya,NOUN,1
thats,NOUN,1
ubah,DET,1
atm,NOUN,2
btuh,NUM,1
puts,PROPN,1
asastres,PROPN,1
lyanan,PROPN,1
huh,PROPN,1
before,NOUN,1
mempertimbangkan,VERB,1
kemampuan,NOUN,2
ekonomi,NOUN,3
mayoritas,NOUN,1
kemahalan,NUM,1
ukuran,NOUN,1
gaji,NOUN,1
perbulan,NOUN,1
jta,NOUN,2
kotor,ADJ,1
ekinominya,PROPN,1
seauaikan,NOUN,1
rata,ADJ,1
uud,PROPN,1
kasian,NUM,1
kangen,PROPN,1
sapa,NOUN,2
kemahalaaan,PROPN,1
ditambahin,VERB,1
setuju,VERB,2
lamgsung,VERB,1
komen,NOUN,1
ap,PROPN,1
share,NOUN,1
ditiadakan,VERB,1
baiklah,NOUN,1
harunya,PROPN,1
training,NOUN,1
berkonsultan,PROPN,1
penguna,NOUN,1
minimal,ADJ,1
pendengar,NOUN,1
spikolog,VERB,2
mengubah,VERB,1
hadapan,NOUN,1
dobelll,NUM,1
ratusan,DET,1
sekaran,NOUN,1
sich,PROPN,1
rujit,PROPN,1
baget,NUM,1
daftarerorr,NUM,1
donload,NUM,1
kejebak,PROPN,1
berbajar,NOUN,1
jngn,NOUN,1
bank,NOUN,1
dih,PROPN,1
lagsung,NOUN,1
wkowkokow,NUM,1
pitur,NOUN,1
komentari,PROPN,1
sory,NUM,1
milih,VERB,2
konfr,NOUN,1
balikin,NOUN,1
ntar,NOUN,2
dripada,NOUN,1
reschedule,NOUN,1
line,NOUN,11
read,NOUN,2
trnyata,NOUN,1
maap,NOUN,2
yak,PROPN,1
kecewaaaa,NUM,1
denggan,NOUN,1
memfasilitasi,VERB,2
enggan,NOUN,2
signup,NOUN,1
kampret,PROPN,1
pembohong,PROPN,1
slow,NOUN,4
belom,PROPN,3
dijawab,VERB,1
kayanya,NOUN,1
pengangguran,NOUN,1
bagaimna,NOUN,1
mao,PROPN,2
pie,NOUN,1
mengambil,VERB,2
kesempitan,NUM,1
audrey,PROPN,1
sekolah,NOUN,1
korban,NOUN,1
broken,NOUN,1
home,NOUN,1
darimana,NOUN,1
pakek,PROPN,1
bayr,NOUN,1
gx,NOUN,3
da,NOUN,1
whatsapp,NOUN,1
komunitas,NOUN,4
bls,VERB,4
hubungi,NOUN,1
cs,PROPN,1
low,NOUN,1
budget,NOUN,1
nie,PROPN,1
tw,VERB,1
solusinya,NOUN,3
menghubungi,VERB,2
tanggapan,NOUN,6
chting,NOUN,1
sukaaaaaa,PROPN,2
sharring,NOUN,1
skarng,NOUN,1
dukung,ADJ,2
mai,NOUN,1
consultant,PROPN,1
makan,NOUN,2
curhad,NOUN,1
emg,NOUN,1
ngaji,NOUN,1
karyawan,NOUN,1
wajar,ADJ,1
tidk,NOUN,1
prngguna,NUM,1
menyebalkan,VERB,2
kemapuan,NUM,1
bidang,NOUN,2
tman,NOUN,1
facebook,NOUN,1
rindu,PROPN,1
community,NOUN,2
perbarui,NUM,1
oooh,PROPN,1
uneg,NOUN,3
sebatas,NOUN,1
menyimpan,VERB,1
ungkapin,PROPN,1
memecahkan,VERB,8
pernahsedang,NOUN,1
ditingktkn,NOUN,1
lucu,PROPN,3
bertukar,VERB,2
pendapat,NOUN,4
dehh,NUM,2
inih,VERB,1
teramat,ADV,1
komentar,NOUN,2
gi,NOUN,1
identitas,NOUN,3
terjaga,NOUN,2
tingkatan,NOUN,1
sosialisasi,NOUN,1
expertx,NOUN,1
alo,NUM,1
haha,NOUN,2
jatohnya,NOUN,1
bedanya,NOUN,1
disamarkan,VERB,1
masalhnya,NOUN,1
bgtt,NOUN,1
pesikoloh,NOUN,1
terselesaikan,VERB,1
menyapaikan,PROPN,1
anggota,NOUN,1
trhadap,NOUN,1
statment,NUM,1
tujuannya,NOUN,2
ngajak,NUM,1
pentingberbobot,NOUN,1
dibahas,VERB,1
akrab,NOUN,1
msalah,NOUN,2
cpt,PROPN,2
tkdak,NOUN,1
lantas,CONJ,1
recovery,NOUN,1
notification,PROPN,1
syukurlah,PROPN,1
klienku,NOUN,1
menjawab,VERB,1
bangkit,VERB,1
keterpurukannya,NUM,1
server,DET,4
maintenance,NOUN,7
berpengalaman,VERB,2
ajari,PROPN,1
daftarnya,PROPN,1
gimna,NUM,2
curhatin,NOUN,1
terkirimnya,NUM,1
maintance,PROPN,1
dibukaaa,NUM,1
ngebung,PROPN,1
digosipin,NOUN,1
kebongkar,VERB,1
zzzz,NUM,1
progress,NOUN,1
sedikitn,NOUN,1
kyaaa,PROPN,1
wkwk,PROPN,1
akuuu,PROPN,1
jmpol,PROPN,1
drpd,NUM,1
medsos,NOUN,1
gosip,NOUN,1
tetangga,NOUN,1
privasi,NOUN,4
ganyesel,NOUN,1
downloadnya,PROPN,2
nyelesain,PROPN,1
hehhe,NUM,1
ngirim,PROPN,2
terhenti,NOUN,1
bntang,NOUN,1
ajah,PROPN,1
verivikasi,NOUN,1
kekurangannya,NOUN,3
zombi,NOUN,1
time,PROPN,1
bongkar,VERB,1
yeaay,NUM,1
waw,NOUN,1
response,PROPN,2
pembahasannya,NOUN,1
peringatan,NOUN,1
scedhuled,NOUN,1
maintanance,PROPN,1
digimanain,PROPN,1
terimah,NOUN,1
bermanfat,PROPN,1
ngungkapin,NOUN,1
tempanya,NOUN,1
lu,NOUN,2
instastory,NOUN,1
uy,NOUN,1
ramein,NUM,1
pembahasan,NOUN,1
sukakkk,PROPN,1
limit,NOUN,5
ningkatin,NUM,1
level,PROPN,3
nggabisaa,NUM,1
please,NOUN,3
kemaren,NOUN,1
sip,PROPN,1
rilivnya,NOUN,2
bermasalah,VERB,2
ram,PROPN,2
xiaomi,NOUN,1
redmi,NUM,2
memasang,VERB,1
memakan,VERB,1
dongg,NOUN,1
seriously,NOUN,1
bantuin,NOUN,3
curhatannya,NUM,3
serem,NUM,1
mskipun,NOUN,2
namanya,NOUN,3
sari,PROPN,3
pesen,NOUN,1
hmm,PROPN,1
permasalahanmu,NUM,1
rendah,ADJ,1
lakukan,NOUN,2
block,NOUN,1
anjirrrr,PROPN,1
melatih,VERB,1
dewasa,ADJ,5
kualitasnya,NOUN,1
bang,PROPN,1
voice,NOUN,1
note,VERB,2
berinteraksi,VERB,1
manapun,NOUN,1
sukaaakk,PROPN,1
siiiiiiiiiip,NOUN,1
ngomong,NOUN,2
thansk,PROPN,1
selebih,PROPN,1
bayus,PROPN,1
usernya,NOUN,2
sistemnya,NOUN,1
kegalauan,NOUN,2
ikon,NOUN,1
kebingungan,NOUN,1
longin,NUM,1
perbaruan,NOUN,1
connection,NOUN,4
found,NOUN,2
story,NOUN,1
paystore,PROPN,1
nyuruh,PROPN,1
last,NOUN,1
version,ADP,1
waras,VERB,1
pak,NOUN,1
membukanya,VERB,1
digunain,PROPN,1
kluar,PROPN,1
appny,PROPN,1
updae,NOUN,1
lma,NUM,1
tai,PROPN,1
ngarep,NOUN,1
bangus,PROPN,1
pendam,NOUN,1
baus,NUM,1
seadanya,NOUN,1
galaunya,NOUN,1
item,NOUN,1
adminnya,VERB,6
pemberitahuan,NOUN,2
balesann,NOUN,1
pling,NOUN,1
wow,NOUN,2
ngelihat,NOUN,1
merespinnya,NOUN,1
bro,NOUN,2
blum,PROPN,1
apo,PROPN,1
nihh,NUM,1
dipermudah,VERB,1
pembayarannyaa,NUM,1
kalimat,NOUN,1
menengahi,VERB,1
mantapp,PROPN,1
klinik,NOUN,1
tong,NOUN,1
fang,PROPN,1
expert,NOUN,3
berlian,NOUN,1
meninggalkan,VERB,2
obrolan,NOUN,1
aqu,PROPN,1
ma,VERB,1
nais,PROPN,1
blg,NOUN,1
ngbrol,NOUN,1
nge,PROPN,1
rate,NOUN,1
keterangan,NOUN,1
tapi,CONJ,1
ubtum,NOUN,1
amplikasi,NOUN,2
bia,VERB,1
official,NOUN,1
membalasnya,NOUN,1
pemikirannya,NOUN,1
mensupport,VERB,4
dijaga,VERB,1
unsur,NOUN,1
hate,NOUN,1
speech,PROPN,1
wawasan,NOUN,1
sikap,NOUN,1
wlo,PROPN,1
nyelesein,NOUN,1
mslh,PROPN,2
qta,PROPN,1
sepenuh,NOUN,1
dptin,NOUN,1
rubi,PROPN,3
dl,NOUN,1
gretong,NOUN,1
hehehe,NOUN,2
berminat,VERB,1
ngobrol,NOUN,1
comunity,PROPN,3
reliver,NOUN,2
comuntiy,PROPN,1
karen,PROPN,1
curhatan,NOUN,10
asikk,PROPN,1
suportnya,NUM,1
puass,NOUN,1
ustadnya,NUM,1
dikolom,NOUN,1
masmba,PROPN,2
membalas,VERB,2
messange,PROPN,1
badar,PROPN,1
ramdani,PROPN,1
brmanfaat,PROPN,1
owner,NOUN,1
diamond,NOUN,1
ruby,NOUN,16
message,PROPN,1
brani,PROPN,1
temnya,PROPN,1
insfirasinya,NUM,1
peringkat,NOUN,1
hmmm,PROPN,2
kyanya,PROPN,1
kwatir,NOUN,1
blsnya,PROPN,2
huff,PROPN,1
seruu,PROPN,1
sukaaaa,PROPN,2
bgttttttt,NUM,1
cri,PROPN,1
solisi,PROPN,1
samaran,NOUN,1
lumaya,PROPN,2
ttep,NOUN,1
streeessscopot,NOUN,1
pemasangan,NOUN,1
gereget,NOUN,1
pdahal,NUM,1
pertanyaan,NOUN,1
men,NOUN,1
dikembangkan,VERB,2
sukakk,PROPN,1
dek,NOUN,1
nyobain,PROPN,1
dgan,VERB,1
rahasiakan,NUM,1
tnpa,NOUN,1
trbebani,NUM,1
malu,NOUN,2
trmksih,NUM,1
wiii,PROPN,1
jawabanya,NUM,1
bangeett,NUM,1
apklikasi,PROPN,1
ty,NOUN,1
global,PROPN,1
mantaplaah,PROPN,1
leluasa,NOUN,1
kagum,VERB,1
pintar,ADJ,1
tetapiii,PROPN,1
saransaran,NOUN,1
tnya,PROPN,1
lulusan,NOUN,1
bafus,PROPN,1
responsif,PROPN,1
mh,PROPN,1
tmpat,NOUN,1
ngatasi,NOUN,1
sorry,PROPN,1
alodokter,NOUN,2
konsulnya,NOUN,1
personal,NOUN,1
made,PROPN,1
berdiskusi,VERB,1
tmn,PROPN,2
tungg,PROPN,1
peningjatany,NUM,1
ajaa,NOUN,1
dechh,NUM,1
kedepann,NOUN,1
care,PROPN,3
request,NOUN,2
failed,PROPN,1
due,PROPN,1
lack,PROPN,1
of,PROPN,2
network,NOUN,1
signal,NOUN,1
bacaan,NOUN,1
baaaguss,PROPN,1
want,NOUN,1
soul,ADJ,1
take,PROPN,1
us,PROPN,1
drespon,NOUN,1
konsultan,NOUN,1
bawel,NOUN,1
kepedulian,NOUN,1
yesss,PROPN,1
curhatanya,PROPN,1
silakan,X,1
dicek,VERB,1
boljug,PROPN,1
isengiseng,PROPN,1
ahihi,PROPN,1
keuntungan,NOUN,1
penjawab,NOUN,1
maksih,PROPN,1
comunnity,NOUN,1
orgnya,PROPN,2
active,NOUN,1
ngasi,NOUN,1
ketentraman,NOUN,1
pengiriman,NOUN,2
masuknya,NOUN,2
terhambat,VERB,1
ditinggalkan,VERB,1
notif,NUM,1
terkontrol,VERB,1
menjatuhkan,VERB,1
agr,NOUN,1
mndptkn,NUM,1
pencerahan,NOUN,1
trz,NOUN,1
trlalu,NOUN,1
dibanding,VERB,1
rbbulan,NOUN,1
telat,NOUN,2
curahan,NOUN,1
geratis,PROPN,1
tryta,PROPN,1
kpisikolog,PROPN,1
hrua,NOUN,1
ngatasin,NOUN,1
bipolar,NOUN,1
aq,PROPN,5
mslahnya,NOUN,1
terttp,PROPN,1
sneng,PROPN,1
qt,NOUN,1
add,NOUN,1
sopan,ADJ,2
okelah,PROPN,2
pndapt,NOUN,1
suport,NUM,1
lumayanlah,PROPN,1
nanggepin,NOUN,2
serius,ADJ,1
tanggepin,NUM,1
pakar,NOUN,1
psikologynya,NOUN,1
penggunaannya,NOUN,1
msih,NOUN,1
agsk,PROPN,1
tanggal,NOUN,1
desember,PROPN,1
kirim,NOUN,2
bukti,NOUN,1
transaksi,NOUN,1
rubynya,NOUN,1
bertambah,VERB,2
atw,PROPN,1
apalh,NUM,1
ngertiin,NUM,1
terkoneksi,VERB,2
internetpadahal,NOUN,1
tersambungtolong,NOUN,1
coc,NOUN,1
cr,PROPN,1
rekening,NOUN,1
materi,NOUN,1
ringanin,NOUN,1
memahaminya,VERB,1
promosi,NOUN,2
barcon,NUM,1
bayarpayah,NUM,1
ngedukung,NUM,1
ngerespon,NOUN,2
balesan,PROPN,4
doi,PROPN,1
ngirimnya,NUM,1
malem,NOUN,1
hedeeh,NUM,1
ditangapin,PROPN,1
solusitapi,NOUN,1
empati,NOUN,1
orangoranglain,NOUN,1
kegunaan,NOUN,1
seenggaa,PROPN,1
bicarakan,VERB,1
konsultasikan,NOUN,1
pemahaman,NOUN,1
logis,ADJ,1
senasib,PROPN,1
gb,PROPN,1
send,NOUN,2
pic,PROPN,1
mengharapkan,VERB,1
kembangin,NOUN,1
masaksih,NOUN,1
tempatnya,NOUN,1
ketimbang,ADP,1
anjingnya,NOUN,1
mantan,NOUN,1
batasan,NOUN,2
naggepin,PROPN,1
urhat,PROPN,1
dimari,PROPN,1
terpendam,VERB,1
ketahuan,VERB,1
bersifat,VERB,2
anonim,NOUN,2
nutup,NOUN,1
posting,NOUN,1
postingan,NOUN,1
relievernya,NUM,4
terkenal,ADJ,1
alhmdulilah,PROPN,1
kenak,NOUN,1
dikenakan,VERB,1
pinter,NOUN,1
kesulitanlogin,PROPN,1
tba,PROPN,1
pakainya,VERB,1
hood,PROPN,1
lov,PROPN,1
dikasi,NOUN,2
plus,NOUN,2
masalah,NOUN,1
menyelesakan,NOUN,1
sihh,NOUN,4
maksa,NOUN,1
sinyalnya,NOUN,1
diinstal,VERB,1
konek,NOUN,1
pavi,NOUN,1
check,NOUN,1
ntab,PROPN,1
avatar,NOUN,2
blokir,NOUN,1
sopanberbau,NOUN,1
disalahgunakan,VERB,1
soalny,NOUN,1
berbau,VERB,1
input,NOUN,1
invoice,NUM,1
idenya,NOUN,1
new,PROPN,1
member,NOUN,1
nyasar,VERB,1
forum,NOUN,1
spam,NOUN,1
sekaliiii,NOUN,1
bangey,NOUN,1
deee,PROPN,1
klau,NOUN,1
kluarin,NOUN,1
pndapat,NOUN,1
terbanty,NOUN,1
ngebantuin,PROPN,1
saluutt,NUM,1
diamon,NOUN,1
apikkk,PROPN,1
yaampun,PROPN,1
gada,PROPN,1
tt,PROPN,1
pdhal,PROPN,1
deket,PROPN,1
yaela,PROPN,1
biaa,NOUN,1
limitnya,PROPN,1
perminggu,PROPN,1
mhon,PROPN,1
jwabannya,PROPN,1
padhal,PROPN,1
hualaah,NUM,1
ceritanyaaa,NOUN,1
kotanya,NOUN,1
lengkapin,VERB,1
jember,PROPN,2
diskriminasi,NOUN,1
luas,ADJ,1
wawasannya,NOUN,1
sampek,NOUN,1
diklik,VERB,2
san,NOUN,1
mingguan,NOUN,2
hmmpt,NOUN,1
suntuknya,NOUN,1
keluarin,PROPN,1
unek,PROPN,1
pembatasan,NOUN,1
dihilangkan,VERB,1
aaku,PROPN,1
kurangi,NUM,2
masi,PROPN,1
bingiits,NUM,1
lawas,NOUN,1
dmana,NOUN,1
psikologmahasiswa,NOUN,1
levelruby,NUM,1
nyaranin,NOUN,1
batesin,NOUN,1
jelekk,PROPN,1
chek,PROPN,1
positiv,PROPN,1
works,PROPN,1
mengirim,VERB,1
kasihhh,PROPN,1
rubby,NOUN,1
v,PROPN,1
chatt,NOUN,1
balesnya,PROPN,3
semalem,NOUN,1
akurat,ADJ,1
revommended,NOUN,1
sat,PROPN,1
reg,PROPN,1
everythings,PROPN,1
responx,PROPN,1
jawabanx,PROPN,1
krg,NUM,1
dpnx,NUM,1
dikeluarin,NOUN,1
reliever,NOUN,1
available,NOUN,2
rest,NOUN,1
already,NOUN,1
berhari,VERB,1
blz,NOUN,1
emailku,NUM,1
terdaftarnya,NOUN,1
mimin,PROPN,2
balesin,PROPN,1
clear,NOUN,1
donlowad,NUM,1
register,PROPN,4
respone,NUM,1
dehhhhh,NUM,1
likeeee,PROPN,1
kerrenn,PROPN,1
deehh,NUM,1
releiver,NUM,1
hhe,NUM,1
mabtap,PROPN,1
membntu,PROPN,1
mksh,PROPN,1
malesss,NUM,1
titlenya,NOUN,1
karakter,NOUN,1
ditulis,VERB,1
title,PROPN,1
mksdnya,PROPN,1
judul,NOUN,1
syaratnya,NOUN,1
dilanjutkan,VERB,1
katakata,NOUN,1
istimewa,ADJ,1
ska,PROPN,1
pkir,NOUN,1
ramaaah,PROPN,1
pesannya,NOUN,1
cepetpanjang,PROPN,1
bbrpa,NUM,2
pesanlaamaaaa,PROPN,1
totally,PROPN,1
aydyfau,NUM,1
praktisi,NOUN,2
klien,NOUN,1
dipercaya,VERB,1
hmmmm,PROPN,2
kemajuan,NOUN,1
pskiologi,NOUN,1
indonesiaada,NOUN,1
pepatah,NOUN,1
sehatgood,NOUN,1
buay,PROPN,1
aps,ADV,2
sebar,NOUN,1
omel,NOUN,1
ngendap,PROPN,1
soslusi,NUM,1
ngerikan,NOUN,1
menang,VERB,1
ceritaku,NOUN,1
rahasia,NOUN,2
curhataku,NOUN,1
bisaakun,NOUN,1
menyemangati,VERB,1
bgmna,NUM,1
sbg,PROPN,1
relivier,NUM,1
baguus,PROPN,1
maksi,NUM,1
seakan,ADV,1
dibuku,NOUN,1
terbalas,ADJ,1
memecahkannya,NUM,1
yukk,PROPN,1
ahh,PROPN,1
curhattt,PROPN,1
penampung,PROPN,1
ruangnya,PROPN,1
kosong,NOUN,1
cobain,X,1
emailnya,NOUN,2
lagigimna,NUM,1
diriliv,NUM,1
diblssssss,NOUN,1
kpn,PROPN,1
ggal,NOUN,1
lanjutkan,VERB,1
permasalahnya,NUM,1
permintaan,NOUN,1
riiv,PROPN,1
nungguin,PROPN,1
zip,PROPN,1
jago,PROPN,1
balasnya,NOUN,1
dkk,PROPN,1
dorespon,NOUN,1
vanget,NUM,1
membesarkan,VERB,1
hatiku,NOUN,1
donk,NOUN,1
respond,NOUN,2
pindah,VERB,1
external,NOUN,1
ustadz,NOUN,1
kyai,NOUN,1
ulama,NOUN,1
trims,PROPN,1
rilivmembuat,NUM,1
bersikap,VERB,1
thanksadmin,ADJ,1
siiip,NOUN,1
superb,PROPN,1
tumpahkan,NOUN,1
dipendem,NOUN,1
ntr,NOUN,1
klu,NOUN,1
langit,NOUN,1
biglove,NOUN,1
gih,PROPN,1
msh,NOUN,1
dipercepat,VERB,1
acuh,NOUN,1
only,VERB,1
ngembantu,PROPN,1
comment,PROPN,1
bbm,PROPN,1
twiter,NOUN,1
hackfair,NOUN,2
sandi,NOUN,2
alasan,NOUN,1
pengunjung,NOUN,1
sifat,NOUN,1
calon,NOUN,1
prob,NUM,1
hohoo,NUM,1
anu,NOUN,1
cape,NOUN,1
dech,PROPN,1
riwet,NOUN,1
registrasi,NOUN,1
mmbntu,PROPN,1
aga,PROPN,1
percepat,PROPN,1
kokbaik,NUM,1
malaysia,NOUN,1
koneksinya,VERB,1
curthts,PROPN,1
